external_gene_name	CAI	CBI	Fop	L_aa	tAI
Aldh9a1	0.479	0.206	0.579	518	0.170782816362161
Tacstd2	0.602	0.572	0.769	317	0.168447563814958
Mbnl1	0.386	-0.097	0.423	381	0.159362436707694
Clec1b	0.384	0.006	0.465	229	0.162059468648385
Med20	0.546	0.322	0.644	212	0.174619064156858
Mllt11	0.543	0.338	0.647	90	0.157484112972556
Chst5	0.586	0.53	0.744	395	0.151646594284821
Slc6a14	0.308	-0.282	0.305	638	0.150607054551596
Ralgapa1	0.32	-0.242	0.334	2035	0.145557532386962
Tmem9b	0.453	0.21	0.57	199	0.164092063942075
Ascl3	0.605	0.488	0.724	174	0.156913628472912
Scube2	0.474	0.13	0.541	968	0.172661769948041
Supt20	0.351	-0.166	0.38	531	0.15235840118747
Ube2l6	0.539	0.333	0.639	153	0.162397374147776
Stap1	0.384	-0.068	0.427	297	0.150118572937956
Hacl1	0.41	0.002	0.468	581	0.162729560553969
Arl10	0.574	0.459	0.706	243	0.166203380326008
Zbtb33	0.324	-0.287	0.318	671	0.147636522593652
Scamp5	0.577	0.405	0.687	235	0.165827423493133
Cacna2d2	0.56	0.387	0.672	1156	0.16602970113937
Gmeb1	0.501	0.259	0.609	562	0.162222167130011
Dkk2	0.475	0.172	0.558	259	0.173908219624251
Dnajb2	0.496	0.249	0.604	324	0.153359297557637
Ctsr	0.376	-0.186	0.375	334	0.162007966504675
Ccl28	0.382	0.005	0.464	130	0.163873580522615
Lgi1	0.385	-0.032	0.448	557	0.15338564456749
Trpm5	0.538	0.331	0.638	1158	0.165586141581769
Tssc4	0.508	0.217	0.591	317	0.158153683069083
Necab3	0.519	0.299	0.625	353	0.162434737759714
Aldh1a3	0.522	0.284	0.62	512	0.170365138141978
Insm2	0.629	0.563	0.768	493	0.164347744238338
Slc37a2	0.517	0.332	0.638	506	0.1624779357741
Or11h4	0.343	-0.135	0.377	313	0.142821565840783
Or52b1	0.409	0.034	0.47	315	0.153338399903503
Or5p57	0.38	-0.026	0.446	342	0.144332716790616
Cldn9	0.536	0.423	0.684	217	0.169168430626657
Psg23	0.386	0.017	0.473	471	0.144880490675576
Zfp109	0.466	0.171	0.565	644	0.167825951656854
Pate4	0.367	-0.113	0.411	99	0.163418663957107
Lmbr1	0.342	-0.079	0.406	490	0.145640111119338
Rnf32	0.368	-0.03	0.442	368	0.157030002228159
Nsmf	0.586	0.43	0.694	532	0.164751419229229
Rbms1	0.462	0.048	0.503	417	0.155679123497678
Htr3b	0.461	0.224	0.578	437	0.15622849610505
Pdxp	0.737	0.768	0.874	292	0.169762721174585
Gtf2ird1	0.543	0.349	0.65	1104	0.164460767316346
Slc12a5	0.571	0.436	0.696	1115	0.166385887295802
Dolpp1	0.498	0.356	0.649	238	0.144330113466554
Sap30bp	0.498	0.182	0.573	308	0.167741834568488
Tbx20	0.504	0.239	0.595	445	0.149861820992846
Zfp276	0.541	0.323	0.642	614	0.172569049936646
Ly6i	0.452	0.07	0.508	134	0.180453240796335
Gabrq	0.426	0.081	0.506	638	0.150352547857822
Or52d3	0.387	0.015	0.459	317	0.148572477451007
Or8b12i	0.345	-0.085	0.407	311	0.138457332088637
Tas2r105	0.316	-0.139	0.376	300	0.142189846421454
Tas2r108	0.351	-0.051	0.415	297	0.141696592373832
Tas2r119	0.35	-0.039	0.429	334	0.145392850534146
Cldn13	0.433	0.15	0.536	211	0.154304670084878
Prss21	0.496	0.242	0.593	324	0.160404971072962
Vav3	0.371	-0.072	0.424	847	0.153455442480933
Xpo4	0.344	-0.092	0.41	1151	0.146867887204804
Tob2	0.618	0.47	0.722	345	0.16169365658003
Ltb4r2	0.564	0.486	0.72	360	0.159532971112683
Brd4	0.513	0.153	0.557	1401	0.158615910781956
Retnla	0.457	0.13	0.535	138	0.184199120839194
Retnlb	0.438	0.11	0.525	105	0.181866447222503
Retn	0.466	0.197	0.569	114	0.183233046111302
Fzd2	0.701	0.697	0.837	570	0.166335825094193
Cxcl14	0.726	0.723	0.849	99	0.193484445765792
Apba3	0.576	0.431	0.695	571	0.161671706668114
Or4e5	0.421	0.124	0.523	313	0.149820535107556
Or4e1	0.419	0.125	0.524	310	0.151420966784291
Or4e2	0.42	0.112	0.515	308	0.149640925399994
Or4c3d	0.439	0.123	0.521	302	0.154470123189054
Slc16a8	0.596	0.478	0.718	492	0.167286872500933
Lenep	0.5	0.254	0.589	61	0.170847252454791
Vsig2	0.507	0.255	0.605	328	0.165759536901472
Slurp1	0.565	0.348	0.657	110	0.181435948740233
Bcam	0.535	0.328	0.645	622	0.159859616782539
Slc25a20	0.48	0.193	0.568	301	0.15880719138661
Rps27	0.448	0.073	0.512	84	0.168344174519094
Icmt	0.566	0.446	0.701	284	0.15925885367165
Psmd8	0.538	0.396	0.673	353	0.161060605107277
Mrps31	0.41	-0.007	0.463	384	0.160644137162494
Nelfcd	0.562	0.391	0.675	591	0.171532706493221
Wdr46	0.536	0.36	0.658	622	0.164385262591254
C1d	0.354	-0.131	0.402	141	0.161722853894882
Srsf4	0.527	0.303	0.624	491	0.149783530511432
Smpdl3a	0.404	-0.004	0.468	445	0.15540911487075
Park7	0.464	0.158	0.552	189	0.170124490905313
Terf2ip	0.561	0.434	0.701	393	0.166433612811144
Otor	0.396	-0.033	0.452	128	0.168775945079745
Gigyf1	0.541	0.346	0.65	1044	0.162999232376291
Jph1	0.493	0.189	0.575	660	0.16246102824469
Jph3	0.645	0.568	0.771	744	0.168533909247261
Parva	0.511	0.342	0.646	372	0.158094694275923
As3mt	0.423	0.069	0.505	376	0.167552427108386
Ppbp	0.44	0.105	0.509	113	0.167078515048648
Cramp1	0.463	0.134	0.539	1285	0.155105080839872
BC051019	0.474	0.156	0.554	402	0.161694876345609
Srd5a3	0.531	0.43	0.691	330	0.15600135111653
B4galt3	0.472	0.18	0.558	395	0.149153820370086
Akip1	0.44	0.135	0.542	212	0.152470600654727
Smarce1	0.462	0.123	0.539	411	0.164242798933294
Mogs	0.481	0.236	0.589	834	0.148991545614804
P2ry4	0.468	0.191	0.559	361	0.148417652097759
Psors1c2	0.48	-0.015	0.468	135	0.154161674065036
Cltrn	0.357	-0.11	0.399	222	0.148946308605038
Defb46	0.307	-0.18	0.34	57	0.16984674118151
Atp5j2	0.522	0.438	0.695	88	0.159267478456371
Scgb1b2	0.341	-0.155	0.38	93	0.160216155605974
Sult5a1	0.576	0.432	0.697	291	0.158101487424809
Sult3a1	0.321	-0.25	0.329	293	0.142131323837494
Dnajc4	0.523	0.279	0.61	244	0.151460255295869
Zc3h8	0.363	-0.219	0.366	305	0.164390792268927
Xrcc2	0.391	0.107	0.515	278	0.148558909016476
Plin4	0.493	0.178	0.573	1403	0.16661875567827
Gabarapl1	0.542	0.328	0.643	117	0.164980382188605
Golga7	0.399	0.08	0.504	137	0.157520795200377
Marchf7	0.294	-0.378	0.263	693	0.135925537979743
Tmem183a	0.448	0.14	0.538	375	0.160855821598246
Ehd3	0.571	0.415	0.685	535	0.167757271431764
Gpr17	0.579	0.454	0.703	339	0.168586092068233
Insyn2b	0.448	0.112	0.53	535	0.154865251759617
Pwwp4a	0.495	0.262	0.603	695	0.162652332616966
Pwwp4b	0.496	0.262	0.603	695	0.162848924421704
Gmnn	0.38	-0.158	0.39	206	0.163126974461163
Tas2r137	0.371	-0.003	0.448	333	0.145814105153325
Serinc4	0.482	0.215	0.58	492	0.161439064792468
Kcne3	0.467	0.159	0.546	103	0.151888253878843
Zmynd15	0.486	0.192	0.567	736	0.155958709321309
Psg26	0.386	0.046	0.486	475	0.147597918495118
Fbxo3	0.406	-0.007	0.46	480	0.154503751192689
Xlr3b	0.363	-0.13	0.39	226	0.155758739244845
Xlr5a	0.399	-0.035	0.455	236	0.160415961178279
Isg20	0.519	0.333	0.636	300	0.16572596045893
Rhox4b	0.405	0.035	0.487	205	0.15766078725
Slc15a2	0.404	0.013	0.47	740	0.152716788200006
Stk32c	0.59	0.462	0.713	488	0.164687258610115
Noc2l	0.523	0.316	0.63	750	0.163467417420346
Sec61a2	0.356	-0.049	0.43	476	0.149730075434871
Zfp112	0.435	0.032	0.492	879	0.166757201808068
Piwil2	0.449	0.128	0.53	971	0.160344752295075
Jmy	0.439	0.121	0.529	983	0.155482943852259
Piwil1	0.534	0.353	0.65	862	0.160406559869994
Wdr12	0.381	-0.091	0.42	423	0.153991068882969
Rnf25	0.447	0.092	0.517	456	0.158702964523054
Tacc2	0.435	0.008	0.481	2879	0.157497125039303
Noc3l	0.379	-0.031	0.443	807	0.15916927700324
Cend1	0.498	0.118	0.544	149	0.170684863725302
Dnajb7	0.363	-0.126	0.407	312	0.148699493142272
Fhl5	0.469	0.085	0.52	284	0.192365236043929
Pglyrp2	0.498	0.236	0.589	530	0.160389843918933
Ntn4	0.506	0.263	0.612	628	0.181408978454624
Tbx21	0.574	0.393	0.682	530	0.154518742485867
Wdr4	0.528	0.326	0.639	456	0.166630324437442
Usp29	0.373	-0.081	0.423	869	0.152474212739543
Ttyh1	0.559	0.409	0.679	460	0.165783060388074
Fmnl1	0.543	0.339	0.645	1094	0.162486971897682
Fxyd7	0.58	0.281	0.623	80	0.168791534249375
Cd200r1	0.373	-0.126	0.401	326	0.154721877246836
Rbak	0.476	0.169	0.566	711	0.168137461333688
Tnip1	0.568	0.378	0.67	647	0.169746781510384
Bin3	0.551	0.355	0.654	253	0.168609002038308
Rangrf	0.477	0.19	0.566	185	0.163088137566037
Rpl35a	0.399	-0.003	0.457	110	0.165899362428426
Cdon	0.424	0.027	0.487	1250	0.155313000256289
Rgr	0.511	0.256	0.597	291	0.156832134313573
Tk2	0.454	0.237	0.586	270	0.15499679653056
Kcne4	0.569	0.401	0.682	170	0.166712177304573
Spata5	0.328	-0.209	0.348	893	0.149644011778196
Tesc	0.661	0.611	0.79	214	0.172297888757658
Eral1	0.469	0.236	0.587	437	0.15935839641916
Adck2	0.453	0.193	0.562	617	0.155344274624961
Hacd3	0.423	0.126	0.526	362	0.148795917043246
Angptl4	0.508	0.278	0.613	410	0.16223276888875
Il17re	0.488	0.227	0.579	637	0.156129837259499
Ccdc126	0.438	0.253	0.593	140	0.149851288821659
Krcc1	0.335	-0.221	0.351	256	0.146656685731448
Isy1	0.435	0.064	0.498	285	0.170838742422248
Zfp318	0.373	-0.137	0.397	2237	0.145755991763659
Gsdma	0.494	0.287	0.617	446	0.158553203486116
Cdc42se1	0.483	0.247	0.597	80	0.174143752868033
Pidd1	0.489	0.254	0.593	915	0.151254776108408
Crlf2	0.624	0.56	0.765	359	0.16813745094649
Tbc1d1	0.494	0.252	0.6	1255	0.161957544347316
Tnfrsf13b	0.536	0.32	0.641	249	0.170079666815165
Asic5	0.396	-0.004	0.464	495	0.15546916409354
Sertad2	0.51	0.209	0.581	309	0.158372164238398
Rgs20	0.427	0.063	0.5	372	0.156718345429131
Rhbg	0.527	0.377	0.666	455	0.151508874763899
Sorcs1	0.431	0.103	0.52	1192	0.153983860424603
Klrc3	0.368	-0.117	0.398	221	0.15698510293244
Hic2	0.535	0.286	0.623	619	0.164237440361463
Il20	0.363	-0.025	0.438	176	0.15774287214627
Prokr1	0.591	0.473	0.714	393	0.166236009121582
Cnot9	0.392	0.024	0.467	299	0.146698252067699
Rsad2	0.496	0.237	0.589	362	0.171545054177637
Rad18	0.367	-0.119	0.406	556	0.155768403178639
Cldn10	0.429	0.066	0.507	231	0.154552560202432
Vstm2b	0.516	0.278	0.614	285	0.156799408960117
Extl2	0.47	0.286	0.615	330	0.153483290743014
Sh3kbp1	0.412	0.008	0.471	665	0.155232371257627
Sall1	0.507	0.238	0.599	1323	0.159313957652591
Ppp1r1a	0.506	0.256	0.606	171	0.149377356977975
Zbp1	0.475	0.152	0.553	411	0.163761213426698
Pdcd1lg2	0.467	0.251	0.592	247	0.157632139599078
Zbtb32	0.463	0.13	0.535	465	0.153018724412886
Slc43a3	0.499	0.272	0.607	502	0.157136070474672
Bcl11b	0.641	0.522	0.747	884	0.172159594936432
Sectm1b	0.456	0.123	0.53	212	0.155501628233218
Srrm3	0.618	0.542	0.756	648	0.149368594719111
Cst10	0.465	0.072	0.511	148	0.171584622543559
Trem1	0.407	0.031	0.48	230	0.145088081924735
Trem3	0.483	0.295	0.619	183	0.16380112412875
Pard6b	0.618	0.531	0.748	371	0.164480010514196
Rab37	0.527	0.262	0.606	223	0.165150593129433
Mmp19	0.453	0.095	0.519	527	0.153222870982339
Cacna1h	0.59	0.446	0.702	2359	0.162441738155081
Fam184b	0.505	0.268	0.609	942	0.169113168312103
Efcc1	0.552	0.405	0.676	558	0.161123230711581
Rnf8	0.475	0.24	0.591	488	0.178805339096302
Stk4	0.428	0.073	0.505	487	0.159904479147134
Dnaja4	0.508	0.285	0.619	397	0.175982283069799
Shank3	0.561	0.394	0.675	1730	0.155680804310446
Nectin1	0.604	0.45	0.708	515	0.166714033220442
Nkain4	0.5	0.293	0.62	208	0.161563905934088
Dexi	0.572	0.497	0.728	95	0.16154177245026
Hs1bp3	0.548	0.337	0.647	395	0.161540172160894
Nudt11	0.8	0.834	0.912	164	0.183821677367118
Nap1l5	0.66	0.5	0.742	156	0.201531398579118
Stx6	0.482	0.245	0.591	255	0.15665113272438
Gpr180	0.526	0.417	0.683	441	0.160107281479648
Slc35b4	0.477	0.26	0.6	331	0.156747092926124
1700123O20Rik	0.442	-0.007	0.466	142	0.159786146986249
Fibp	0.556	0.423	0.688	364	0.163202987339215
Chst11	0.696	0.657	0.815	352	0.171516803791495
Cep295nl	0.472	0.214	0.577	533	0.160197874409861
Cts6	0.365	-0.21	0.358	334	0.158274976504046
Erg28	0.456	0.271	0.598	140	0.141520095712154
Eid1	0.638	0.51	0.74	159	0.179962901323136
Trim54	0.643	0.561	0.765	366	0.188469151416465
Elp2	0.4	-0.013	0.462	831	0.161474545380355
Crbn	0.353	-0.166	0.375	445	0.151857587705462
Trpm7	0.294	-0.331	0.286	1863	0.1435761223213
Pmaip1	0.419	0.146	0.535	103	0.158721846756781
Kcnmb4	0.645	0.612	0.793	210	0.17712564141063
Pga5	0.493	0.247	0.595	387	0.159963819560003
Cdc42ep5	0.576	0.365	0.664	150	0.158946017330446
Mlxipl	0.531	0.334	0.644	864	0.147539730439026
Slco1c1	0.363	-0.068	0.428	715	0.150100951445499
Rnase4	0.501	0.313	0.629	148	0.170637423792949
Akr1a1	0.45	0.082	0.508	325	0.160472460835738
Efemp2	0.539	0.256	0.608	462	0.178263269198465
Adamdec1	0.378	-0.074	0.425	467	0.155028346268224
Cysltr1	0.335	-0.171	0.369	352	0.143217380462885
Tssk3	0.49	0.242	0.592	268	0.161435517083176
Tdh	0.48	0.245	0.593	373	0.154987856780393
Treh	0.501	0.261	0.605	576	0.160718864847155
Syngr4	0.541	0.378	0.665	233	0.151029537249842
Pex5l	0.445	0.13	0.534	650	0.16244771381297
Hibadh	0.383	-0.063	0.438	335	0.1551723836807
Repin1	0.576	0.389	0.672	601	0.169548495625712
Fam13a	0.417	0.015	0.474	693	0.15433033668643
Sumf1	0.488	0.186	0.573	372	0.167593225807517
Myot	0.4	-0.031	0.456	496	0.150919489634614
Rps6kb2	0.517	0.273	0.61	485	0.154608887305089
Ghrl	0.532	0.282	0.615	117	0.173935324629987
F12	0.556	0.331	0.647	597	0.177615145843791
Smpd3	0.56	0.35	0.655	655	0.172480115712335
Arhgap23	0.581	0.43	0.694	1277	0.158118374009004
Nectin3	0.331	-0.215	0.354	549	0.143644252182481
Pole3	0.537	0.345	0.652	145	0.176201988270137
Wrap73	0.538	0.367	0.66	462	0.166179281583732
Maea	0.558	0.361	0.657	396	0.173775920920428
Pias4	0.616	0.473	0.718	507	0.173297786108738
Trappc2l	0.637	0.507	0.738	139	0.169066218602567
Myoz2	0.397	-0.076	0.427	264	0.146181568600286
Ngly1	0.345	-0.117	0.397	651	0.151561447646582
Anapc5	0.463	0.211	0.574	740	0.163667405445695
Sh3rf1	0.477	0.165	0.561	891	0.160201155917706
Sqor	0.446	0.076	0.506	450	0.164073998041714
Myoz1	0.469	0.111	0.532	296	0.156248909241536
Moxd1	0.464	0.183	0.561	613	0.158640067865523
Hnrnph1	0.348	-0.237	0.35	472	0.146696435789084
Rrs1	0.643	0.56	0.763	365	0.173327840304023
Nup160	0.339	-0.14	0.383	1402	0.150057293312794
Thap11	0.563	0.432	0.698	305	0.169488725747229
Pdzk1	0.499	0.209	0.582	519	0.174242222170963
Rab2a	0.364	-0.094	0.415	212	0.154851452045681
Edf1	0.595	0.484	0.724	148	0.18306185608672
Med12	0.456	0.117	0.529	2190	0.157191162643525
Usp14	0.312	-0.349	0.285	493	0.15089379227824
Huwe1	0.375	-0.092	0.414	4378	0.149129017474353
Nampt	0.357	-0.106	0.415	491	0.154571323132012
Rcl1	0.444	0.201	0.566	373	0.153554564586041
Psmd14	0.319	-0.261	0.329	310	0.151254529990014
Mkks	0.317	-0.185	0.361	570	0.150788120751947
Chst12	0.653	0.601	0.785	419	0.162684126394586
Ppp2r3c	0.353	-0.088	0.413	453	0.147800502010796
Slc4a8	0.54	0.386	0.669	1089	0.165922028872944
Carm1	0.554	0.377	0.671	608	0.159956928452744
Dact1	0.535	0.34	0.649	815	0.164090365768982
Pxmp4	0.603	0.547	0.754	212	0.161083306943229
Rhot1	0.358	-0.12	0.398	672	0.152473778484488
Stk25	0.572	0.351	0.651	426	0.169395986912499
Cope	0.602	0.449	0.705	308	0.174787589001511
Wsb2	0.495	0.267	0.606	404	0.16080040237092
Rnf130	0.414	0.085	0.505	419	0.154514859403003
Stard3	0.541	0.399	0.675	446	0.158667860270527
Arpp19	0.401	-0.027	0.457	145	0.16062308069272
Pnkp	0.511	0.285	0.618	522	0.160234289769165
C1galt1c1	0.34	-0.218	0.356	316	0.153098296029409
Slc22a17	0.508	0.323	0.625	401	0.160686728999806
Nsa2	0.383	-0.058	0.436	260	0.161849248675967
Mettl9	0.392	0.064	0.493	318	0.149730511966447
Hgh1	0.526	0.375	0.661	393	0.167829662247889
Mrps30	0.47	0.213	0.577	442	0.156897840694222
Evc	0.519	0.33	0.636	1005	0.164678449391061
Zfp24	0.382	-0.048	0.44	368	0.156567020449753
Bhlhe22	0.668	0.666	0.823	355	0.174106270739154
Tpm3	0.459	0.113	0.522	285	0.189889738634838
Erbin	0.309	-0.32	0.296	1450	0.143131673531138
Fetub	0.488	0.188	0.571	388	0.167483124245834
Midn	0.548	0.38	0.669	508	0.152116407822238
Jph2	0.647	0.559	0.767	696	0.162007752249285
Pcbp4	0.553	0.367	0.662	403	0.159688489143938
Pcbp3	0.525	0.29	0.62	371	0.158470891070861
Fxyd6	0.54	0.378	0.667	94	0.178407707386987
Nek7	0.346	-0.116	0.401	302	0.153493677364452
Nek6	0.564	0.355	0.654	313	0.172875930841772
Ncstn	0.47	0.169	0.557	708	0.157241965154892
Dctn5	0.419	0.11	0.525	182	0.162125000483777
Ackr2	0.539	0.42	0.683	378	0.160453261851296
Gpa33	0.504	0.291	0.622	319	0.1670815902862
Emcn	0.356	-0.221	0.354	261	0.139800167267911
Myl10	0.556	0.353	0.66	147	0.179509190061564
Tceal3	0.462	0.064	0.51	200	0.173185605366897
Ndufs5	0.508	0.273	0.61	106	0.172044406618036
Myg1	0.472	0.209	0.575	380	0.155058248185986
Wbp11	0.434	-0.039	0.45	641	0.153408528704119
Chst7	0.601	0.547	0.752	484	0.159318263771461
Fign	0.402	-0.027	0.456	759	0.144969305601589
Nrip2	0.493	0.275	0.607	270	0.165847142437443
Ms4a4b	0.31	-0.227	0.346	226	0.141710260474207
Cldn15	0.586	0.495	0.729	227	0.169052631534371
Donson	0.409	0.055	0.492	560	0.148004137016277
Rbm8a	0.392	-0.041	0.443	174	0.155444830291613
Il1rapl2	0.351	-0.108	0.402	686	0.150879791317445
Sap30	0.433	0.123	0.537	220	0.17252313123072
Trappc4	0.515	0.273	0.608	219	0.16402224446943
Cenpk	0.27	-0.373	0.256	306	0.146657819096193
Doc2g	0.534	0.318	0.63	387	0.15931918947161
Iigp1	0.381	-0.067	0.426	413	0.1532472690868
Mrpl38	0.579	0.413	0.684	380	0.152979359882372
Pgap6	0.539	0.339	0.646	769	0.158270698139489
Il21r	0.492	0.197	0.572	529	0.157198853657553
Il21	0.357	-0.103	0.4	162	0.151564410582164
Qtrt1	0.555	0.372	0.663	403	0.162300364868258
Syt9	0.493	0.266	0.604	491	0.164429894559717
Acss2	0.499	0.198	0.574	701	0.164061515636723
Fads3	0.583	0.442	0.699	449	0.162446146346342
Fignl1	0.338	-0.276	0.324	683	0.154709713138855
Npvf	0.38	-0.076	0.425	188	0.141744822987547
Wtap	0.365	-0.129	0.403	396	0.149279600729916
Cd274	0.446	0.162	0.55	290	0.159593335073701
Fancg	0.429	0.12	0.52	623	0.15893777203368
Capn12	0.557	0.384	0.668	720	0.164448525087749
Actn4	0.634	0.5	0.731	912	0.177165267159316
Gucy1a1	0.477	0.205	0.573	691	0.164582768886911
Mapk8ip2	0.539	0.296	0.628	830	0.163498028833852
Trp53inp1	0.385	-0.134	0.405	239	0.157062884749206
Foxj2	0.56	0.32	0.645	565	0.16163390785188
Kcnq4	0.592	0.498	0.729	696	0.158399371770168
Gsk3a	0.529	0.309	0.633	490	0.161107923587343
Rtl4	0.349	-0.267	0.331	304	0.148923627370637
Garin4	0.423	0.063	0.499	585	0.15268151751104
Rfx8	0.474	0.237	0.589	596	0.163852240547737
Cldn34b4	0.314	-0.213	0.34	211	0.146009774104209
Tmem253	0.481	0.267	0.601	204	0.155539588826857
4930567H17Rik	0.439	-0.016	0.471	233	0.166030001368529
Zfp872	0.427	-0.037	0.458	465	0.169882224285443
4930432M17Rik	0.38	-0.128	0.412	174	0.156444996593598
9130409I23Rik	0.361	-0.04	0.431	320	0.146107433064367
Zfp551	0.407	-0.045	0.447	696	0.164677916970785
Taf7l2	0.402	-0.059	0.439	378	0.159779894062151
Tnfsfm13	0.463	0.186	0.559	410	0.153098118873066
Esp1	0.317	-0.207	0.34	102	0.149279723319459
Defb42	0.364	-0.009	0.451	75	0.162386532979102
Gal3st2c	0.573	0.411	0.682	396	0.161366888982505
Zcchc17	0.463	0.108	0.532	241	0.182084430471847
Klf14	0.586	0.401	0.686	325	0.168335973030216
Vmn2r116	0.334	-0.2	0.357	856	0.147454922333274
Vmn2r117	0.348	-0.172	0.375	857	0.14953021274559
Gm6121	0.294	-0.406	0.263	212	0.146177433039026
C130026I21Rik	0.411	0.026	0.482	291	0.153779051072403
Siglec15	0.664	0.657	0.815	342	0.165545188306574
Dcpp3	0.384	-0.06	0.439	170	0.147897405313
Cntnap5c	0.405	-0.016	0.458	1305	0.152872944530029
Alkal1	0.415	0.09	0.504	127	0.142710256425256
Vmn1r240	0.345	-0.102	0.406	307	0.143656296841009
Zfp963	0.344	-0.249	0.343	383	0.156526741420924
Vmn1r94	0.344	-0.1	0.404	305	0.145431315474661
Vmn1r241	0.361	-0.071	0.423	307	0.14575444411428
Nalf2	0.58	0.449	0.707	471	0.167720740850038
Ttc30a2	0.472	0.186	0.562	664	0.166892271591676
Vmn2r67	0.317	-0.268	0.318	851	0.145047031976679
Gm13889	0.816	0.874	0.933	123	0.18113373728503
Vmn2r68	0.307	-0.292	0.303	851	0.145700327700042
Lcn6	0.486	0.225	0.585	181	0.165694009085929
Vmn1r160	0.351	-0.106	0.401	307	0.144984881733274
Gm12695	0.369	-0.068	0.424	545	0.146511914019331
Mup6	0.34	-0.194	0.355	179	0.152629918111261
Gm12185	0.385	-0.066	0.427	835	0.153447503116557
Vmn2r73	0.308	-0.29	0.306	851	0.1463893550997
AI429214	0.387	-0.014	0.456	293	0.151400406671508
Nhlrc4	0.44	0.056	0.5	136	0.162741799931067
Vmn2r79	0.34	-0.194	0.358	851	0.150621841724938
Vmn1r129	0.362	-0.071	0.422	307	0.145958349671689
Vmn1r127	0.346	-0.093	0.408	305	0.144374389482856
Gm21953	0.513	0.341	0.634	87	0.152443774943997
Aldh3b2	0.592	0.406	0.68	479	0.16714888554093
Cldn20	0.425	0.103	0.519	219	0.163624430794704
Psme2b	0.476	0.206	0.573	239	0.167973156168079
Rhox3f	0.363	-0.116	0.402	215	0.152688067143353
H2ac21	0.591	0.596	0.781	130	0.169684894343791
Tmem170b	0.564	0.453	0.7	132	0.160708877956897
Vmn1r167	0.34	-0.127	0.387	315	0.149980540211903
Triml2	0.404	0.071	0.501	424	0.160423765143469
Cyp3a57	0.382	-0.074	0.421	503	0.148974001641365
Vmn1r175	0.35	-0.103	0.399	304	0.150841032643011
Rhox2h	0.424	0.059	0.5	191	0.155259594492883
Albfm1	0.423	0.077	0.507	620	0.173089245243043
Kctd21	0.622	0.533	0.748	260	0.169434858898357
Akr1c12	0.39	-0.03	0.449	323	0.164302022552201
Ccdc107	0.478	0.205	0.576	242	0.157741022406059
Mcidas	0.596	0.465	0.714	379	0.164132011388336
Arhgef26	0.472	0.214	0.579	869	0.154999254775804
Ripply1	0.448	-0.028	0.467	201	0.173456131183933
Smok3b	0.398	0.021	0.475	504	0.156850019660898
Smok3c	0.396	0.007	0.468	504	0.156115796451252
Majin	0.423	0.028	0.486	256	0.15198091719211
Tmem200c	0.564	0.411	0.687	637	0.1592847480398
Ccdc17	0.413	0.043	0.482	565	0.145468146325855
Zfp827	0.498	0.233	0.596	1078	0.161785756690258
Gm6370	0.423	0.008	0.472	311	0.156406560912576
Krtap20-2	0.511	0.1	0.534	60	0.203047199846817
Gm6377	0.283	-0.34	0.28	303	0.145271085397753
Fscb	0.301	-0.471	0.232	1062	0.150020089907316
Ifi213	0.297	-0.297	0.302	135	0.155144895177416
Prr19	0.434	0.044	0.487	366	0.148201534336932
Prr23a1	0.554	0.303	0.628	258	0.153330630108816
Prr23a2	0.554	0.302	0.629	253	0.154411685290736
Gm6408	0.425	-0.023	0.458	320	0.156749825861895
Tmem200b	0.619	0.604	0.782	284	0.151598718213861
Gm11757	0.431	0.018	0.472	360	0.154548911290983
Dok6	0.407	0.01	0.468	331	0.150179360666803
Faiml	0.357	-0.099	0.415	178	0.158828282157926
Rad54b	0.347	-0.152	0.381	886	0.150846457670716
Prlh	0.508	0.294	0.61	86	0.152135283307881
Lipt1	0.424	0.115	0.524	373	0.155677527966497
Vmn2r85	0.329	-0.241	0.336	850	0.149584582870489
Gm14137	0.529	0.355	0.65	181	0.148310044765712
Gm6460	0.433	0.111	0.52	157	0.159280626014211
H2ab2	0.497	0.303	0.616	115	0.144662451455614
Angptl8	0.474	0.256	0.594	198	0.15971813286157
Clrn2	0.442	0.182	0.556	232	0.155066841175874
Speer4e	0.438	0.108	0.519	255	0.162136486340445
Scgb2b15	0.309	-0.177	0.363	82	0.136193197187085
Vmn2r33	0.343	-0.165	0.377	861	0.148989577393474
Btnl6	0.427	0.058	0.496	539	0.156189958576201
Vmn2r80	0.335	-0.182	0.359	863	0.146156320974415
Vmn2r82	0.328	-0.192	0.353	865	0.146393681715156
Cks1brt	0.472	0.226	0.586	96	0.165842272682782
Gm12253	0.408	0.024	0.484	229	0.167603608177505
Lekr1	0.333	-0.245	0.345	116	0.155300725170047
Rgs21	0.342	-0.272	0.322	152	0.155773060517994
H2ab3	0.508	0.289	0.602	115	0.146021496775732
Vmn2r83	0.339	-0.172	0.369	864	0.147624276275932
Vmn2r84	0.331	-0.232	0.341	849	0.148723551488286
Slc38a6	0.399	0.06	0.492	457	0.148700618061816
Vmn2r86	0.324	-0.247	0.331	848	0.148594752033217
Vmn2r87	0.327	-0.235	0.339	848	0.147426289270988
Gpx4	0.552	0.352	0.65	252	0.163693560370936
Tmem236	0.38	0.047	0.482	344	0.145724623276084
Vmn2r35	0.343	-0.165	0.377	861	0.148915153369733
BC147527	0.432	-0.03	0.465	167	0.169518945699112
Ccdc121rt3	0.487	0.238	0.586	469	0.17139905808356
